repo_key,repo_url,true_label,true_label_normalized,method,top1_hit,top3_hit,top5_hit,pred_top1_category,pred_categories_top5,similarities_top5,effective_scores_top5,positions_top5,detected_domains,domain_boost,ai_pred_label,ai_top_probs,ai_alpha
expressjs/express,https://github.com/expressjs/express,서버/백엔드,서버/백엔드,domain_rerank,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | SW/솔루션 | devops/시스템 엔지니어 | devops/시스템 엔지니어,0.8357 | 0.8031 | 0.8017 | 0.7946 | 0.7833,0.8357 | 0.8031 | 0.8017 | 0.7946 | 0.7833,GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | 이리온 C++ 어플리케이션 개발자(서울) | SRE/DevOps Engineer | DevOps(K8s 기반) CI/CD 개발 엔지니어,웹 프론트엔드 | 서버/백엔드 | 게임 개발 | ML/AI | 모바일 앱,0.05,,,
expressjs/express,https://github.com/expressjs/express,서버/백엔드,서버/백엔드,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션 | devops/시스템 엔지니어,0.8357 | 0.7946 | 0.8031 | 0.8017 | 0.7833,0.8357 | 0.8069 | 0.8031 | 0.8017 | 0.7956,GitLab 솔루션 엔지니어 | SRE/DevOps Engineer | L4-L7 스위치 가상화 솔루션 개발 경력 | 이리온 C++ 어플리케이션 개발자(서울) | DevOps(K8s 기반) CI/CD 개발 엔지니어,,,게임 개발,게임 개발:0.2567 | 프론트엔드:0.2300 | DevOps/시스템 엔지니어:0.1233 | 빅데이터 엔지니어:0.1167 | 블록체인:0.0900,0.1
laravel/laravel,https://github.com/laravel/laravel,서버/백엔드,서버/백엔드,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | SW/솔루션 | devops/시스템 엔지니어 | devops/시스템 엔지니어,0.8400 | 0.8221 | 0.8133 | 0.8121 | 0.8015,0.8400 | 0.8221 | 0.8133 | 0.8121 | 0.8015,GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | 이리온 C++ 어플리케이션 개발자(서울) | SRE/DevOps Engineer | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년),,,,,
laravel/laravel,https://github.com/laravel/laravel,서버/백엔드,서버/백엔드,domain_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션 | SW/솔루션,0.8121 | 0.8015 | 0.8400 | 0.8221 | 0.8133,0.8621 | 0.8515 | 0.8400 | 0.8221 | 0.8133,SRE/DevOps Engineer | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | 이리온 C++ 어플리케이션 개발자(서울),서버/백엔드 | 게임 개발 | 웹 프론트엔드 | ML/AI | 모바일 앱 | DevOps/인프라,0.05,,,
laravel/laravel,https://github.com/laravel/laravel,서버/백엔드,서버/백엔드,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | devops/시스템 엔지니어 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션,0.8400 | 0.8121 | 0.8015 | 0.8221 | 0.8133,0.8400 | 0.8348 | 0.8242 | 0.8221 | 0.8133,GitLab 솔루션 엔지니어 | SRE/DevOps Engineer | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | L4-L7 스위치 가상화 솔루션 개발 경력 | 이리온 C++ 어플리케이션 개발자(서울),,,서버/백엔드,서버/백엔드:0.2633 | DevOps/시스템 엔지니어:0.2267 | 프론트엔드:0.1700 | 빅데이터 엔지니어:0.1600 | 인공지능/머신러닝:0.0833,0.1
django/django,https://github.com/django/django,서버/백엔드,서버/백엔드,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | SW/솔루션 | devops/시스템 엔지니어 | devops/시스템 엔지니어,0.8428 | 0.8413 | 0.8248 | 0.8186 | 0.8122,0.8428 | 0.8413 | 0.8248 | 0.8186 | 0.8122,GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | 이리온 C++ 어플리케이션 개발자(서울) | SRE/DevOps Engineer | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년),,,,,
django/django,https://github.com/django/django,서버/백엔드,서버/백엔드,domain_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션 | SW/솔루션,0.8186 | 0.8122 | 0.8428 | 0.8413 | 0.8248,0.8686 | 0.8622 | 0.8428 | 0.8413 | 0.8248,SRE/DevOps Engineer | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | 이리온 C++ 어플리케이션 개발자(서울),게임 개발 | 웹 프론트엔드 | 서버/백엔드 | ML/AI | 모바일 앱 | DevOps/인프라,0.05,,,
django/django,https://github.com/django/django,서버/백엔드,서버/백엔드,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | devops/시스템 엔지니어 | devops/시스템 엔지니어 | SW/솔루션,0.8428 | 0.8413 | 0.8186 | 0.8122 | 0.8248,0.8428 | 0.8413 | 0.8370 | 0.8305 | 0.8248,GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | SRE/DevOps Engineer | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | 이리온 C++ 어플리케이션 개발자(서울),,,프론트엔드,프론트엔드:0.2300 | 서버/백엔드:0.2067 | DevOps/시스템 엔지니어:0.1833 | 빅데이터 엔지니어:0.1333 | 블록체인:0.0967,0.1
gin-gonic/gin,https://github.com/gin-gonic/gin,서버/백엔드,서버/백엔드,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | SW/솔루션 | 프론트엔드 | devops/시스템 엔지니어,0.8602 | 0.8445 | 0.8351 | 0.8243 | 0.8237,0.8602 | 0.8445 | 0.8351 | 0.8243 | 0.8237,L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어 | 이리온 C++ 어플리케이션 개발자(서울) | 프론트엔드 개발자 | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년),,,,,
gin-gonic/gin,https://github.com/gin-gonic/gin,서버/백엔드,서버/백엔드,domain_rerank,0,0,0,프론트엔드,프론트엔드 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션 | SW/솔루션,0.8243 | 0.8237 | 0.8602 | 0.8445 | 0.8351,0.8743 | 0.8737 | 0.8602 | 0.8445 | 0.8351,프론트엔드 개발자 | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어 | 이리온 C++ 어플리케이션 개발자(서울),서버/백엔드 | 게임 개발 | 웹 프론트엔드 | ML/AI | 모바일 앱 | DevOps/인프라 | 블록체인,0.05,,,
gin-gonic/gin,https://github.com/gin-gonic/gin,서버/백엔드,서버/백엔드,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | 프론트엔드 | SW/솔루션 | devops/시스템 엔지니어 | SW/솔루션,0.8602 | 0.8243 | 0.8445 | 0.8237 | 0.8351,0.8602 | 0.8460 | 0.8445 | 0.8414 | 0.8351,L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트엔드 개발자 | GitLab 솔루션 엔지니어 | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | 이리온 C++ 어플리케이션 개발자(서울),,,프론트엔드,프론트엔드:0.2167 | 서버/백엔드:0.2033 | DevOps/시스템 엔지니어:0.1767 | 빅데이터 엔지니어:0.1400 | 블록체인:0.1167,0.1
go-gitea/gitea,https://github.com/go-gitea/gitea,서버/백엔드,서버/백엔드,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | iOS | 프론트엔드 | 프론트엔드,0.8392 | 0.8361 | 0.8152 | 0.8088 | 0.8087,0.8392 | 0.8361 | 0.8152 | 0.8088 | 0.8087,GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | ADC(L4-L7 스위치) 애플리케이션 개발 | 프론트엔드 개발자 | 프론트엔드 개발자,,,,,
go-gitea/gitea,https://github.com/go-gitea/gitea,서버/백엔드,서버/백엔드,domain_rerank,0,0,0,iOS,iOS | 프론트엔드 | 프론트엔드 | SW/솔루션 | SW/솔루션,0.8152 | 0.8088 | 0.8087 | 0.8392 | 0.8361,0.8652 | 0.8588 | 0.8587 | 0.8392 | 0.8361,ADC(L4-L7 스위치) 애플리케이션 개발 | 프론트엔드 개발자 | 프론트엔드 개발자 | GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력,게임 개발 | 웹 프론트엔드 | 서버/백엔드 | 모바일 앱 | DevOps/인프라 | 빅데이터 엔지니어 | 도구 개발 | ML/AI | 블록체인,0.05,,,
go-gitea/gitea,https://github.com/go-gitea/gitea,서버/백엔드,서버/백엔드,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | 프론트엔드 | 프론트엔드 | iOS,0.8392 | 0.8361 | 0.8088 | 0.8087 | 0.8152,0.8392 | 0.8361 | 0.8218 | 0.8217 | 0.8176,GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트엔드 개발자 | 프론트엔드 개발자 | ADC(L4-L7 스위치) 애플리케이션 개발,,,DevOps/시스템 엔지니어,DevOps/시스템 엔지니어:0.3433 | 게임 개발:0.1833 | 프론트엔드:0.1300 | 블록체인:0.1133 | 서버/백엔드:0.0967,0.1
quarkusio/quarkus,https://github.com/quarkusio/quarkus,서버/백엔드,서버/백엔드,faiss_only,0,1,1,SW/솔루션,SW/솔루션 | 서버/백엔드 | SW/솔루션 | iOS | 서버/백엔드,0.8652 | 0.8452 | 0.8445 | 0.8403 | 0.8314,0.8652 | 0.8452 | 0.8445 | 0.8403 | 0.8314,L4-L7 스위치 가상화 솔루션 개발 경력 | 경력 개발자(백엔드) 채용 | GitLab 솔루션 엔지니어 | ADC(L4-L7 스위치) 애플리케이션 개발 | 백엔드 엔지니어 채용(경력3~5년),,,,,
quarkusio/quarkus,https://github.com/quarkusio/quarkus,서버/백엔드,서버/백엔드,domain_rerank,1,1,1,서버/백엔드,서버/백엔드 | iOS | 서버/백엔드 | SW/솔루션 | SW/솔루션,0.8452 | 0.8403 | 0.8314 | 0.8652 | 0.8445,0.8952 | 0.8903 | 0.8814 | 0.8652 | 0.8445,경력 개발자(백엔드) 채용 | ADC(L4-L7 스위치) 애플리케이션 개발 | 백엔드 엔지니어 채용(경력3~5년) | L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어,게임 개발 | 웹 프론트엔드 | 서버/백엔드 | ML/AI | 모바일 앱 | DevOps/인프라 | 블록체인 | 빅데이터 엔지니어,0.05,,,
quarkusio/quarkus,https://github.com/quarkusio/quarkus,서버/백엔드,서버/백엔드,ai_classifier_rerank,1,1,1,서버/백엔드,서버/백엔드 | SW/솔루션 | 서버/백엔드 | SW/솔루션 | iOS,0.8452 | 0.8652 | 0.8314 | 0.8445 | 0.8403,0.8685 | 0.8652 | 0.8548 | 0.8445 | 0.8429,경력 개발자(백엔드) 채용 | L4-L7 스위치 가상화 솔루션 개발 경력 | 백엔드 엔지니어 채용(경력3~5년) | GitLab 솔루션 엔지니어 | ADC(L4-L7 스위치) 애플리케이션 개발,,,DevOps/시스템 엔지니어,DevOps/시스템 엔지니어:0.2933 | 서버/백엔드:0.2333 | 게임 개발:0.1733 | 프론트엔드:0.1067 | 블록체인:0.0833,0.1
micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,서버/백엔드,서버/백엔드,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션,0.8517 | 0.8482 | 0.8304 | 0.8264 | 0.8248,0.8517 | 0.8482 | 0.8304 | 0.8264 | 0.8248,L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어 | SRE/DevOps Engineer | Linux System Engineer | 이리온 C++ 어플리케이션 개발자(서울),,,,,
micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,서버/백엔드,서버/백엔드,domain_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션 | SW/솔루션 | SW/솔루션,0.8304 | 0.8517 | 0.8482 | 0.8264 | 0.8248,0.8804 | 0.8517 | 0.8482 | 0.8264 | 0.8248,SRE/DevOps Engineer | L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어 | Linux System Engineer | 이리온 C++ 어플리케이션 개발자(서울),게임 개발 | 웹 프론트엔드 | 서버/백엔드 | ML/AI | DevOps/인프라 | 블록체인 | 빅데이터 엔지니어 | 도구 개발 | 모바일 앱,0.05,,,
micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,서버/백엔드,서버/백엔드,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | SW/솔루션 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션,0.8517 | 0.8482 | 0.8304 | 0.8264 | 0.8248,0.8517 | 0.8482 | 0.8457 | 0.8264 | 0.8248,L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어 | SRE/DevOps Engineer | Linux System Engineer | 이리온 C++ 어플리케이션 개발자(서울),,,프론트엔드,프론트엔드:0.2200 | 게임 개발:0.1833 | DevOps/시스템 엔지니어:0.1533 | 블록체인:0.1267 | 서버/백엔드:0.1167,0.1
facebook/react,https://github.com/facebook/react,프론트엔드,프론트엔드,faiss_only,0,1,1,SW/솔루션,SW/솔루션 | 프론트엔드 | SW/솔루션 | 서버/백엔드 | 서버/백엔드,0.8444 | 0.8287 | 0.8158 | 0.8145 | 0.8077,0.8444 | 0.8287 | 0.8158 | 0.8145 | 0.8077,L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트엔드 개발자 | GitLab 솔루션 엔지니어 | Endpoint연구실 [Server 개발자] | Server팀 백엔드 개발자 경력 채용,,,,,
facebook/react,https://github.com/facebook/react,프론트엔드,프론트엔드,domain_rerank,1,1,1,프론트엔드,프론트엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션 | SW/솔루션,0.8287 | 0.8145 | 0.8077 | 0.8444 | 0.8158,0.8787 | 0.8645 | 0.8577 | 0.8444 | 0.8158,프론트엔드 개발자 | Endpoint연구실 [Server 개발자] | Server팀 백엔드 개발자 경력 채용 | L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어,게임 개발 | 웹 프론트엔드 | 서버/백엔드 | ML/AI | 모바일 앱 | DevOps/인프라 | 빅데이터 엔지니어 | 도구 개발,0.05,,,
facebook/react,https://github.com/facebook/react,프론트엔드,프론트엔드,ai_classifier_rerank,1,1,1,프론트엔드,프론트엔드 | SW/솔루션 | 서버/백엔드 | 서버/백엔드 | SW/솔루션,0.8287 | 0.8444 | 0.8145 | 0.8077 | 0.8158,0.8643 | 0.8444 | 0.8308 | 0.8240 | 0.8158,프론트엔드 개발자 | L4-L7 스위치 가상화 솔루션 개발 경력 | Endpoint연구실 [Server 개발자] | Server팀 백엔드 개발자 경력 채용 | GitLab 솔루션 엔지니어,,,프론트엔드,프론트엔드:0.3567 | 서버/백엔드:0.1633 | DevOps/시스템 엔지니어:0.1433 | 블록체인:0.1433 | 빅데이터 엔지니어:0.0933,0.1
vuejs/core,https://github.com/vuejs/core,프론트엔드,프론트엔드,faiss_only,0,0,1,SW/솔루션,SW/솔루션 | SW/솔루션 | 서버/백엔드 | SW/솔루션 | 프론트엔드,0.8302 | 0.8214 | 0.8118 | 0.8064 | 0.8056,0.8302 | 0.8214 | 0.8118 | 0.8064 | 0.8056,L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어 | 백엔드 개발자 | 이리온 C++ 어플리케이션 개발자(서울) | 프론트엔드 개발자,,,,,
vuejs/core,https://github.com/vuejs/core,프론트엔드,프론트엔드,domain_rerank,0,1,1,서버/백엔드,서버/백엔드 | 프론트엔드 | SW/솔루션 | SW/솔루션 | SW/솔루션,0.8118 | 0.8056 | 0.8302 | 0.8214 | 0.8064,0.8618 | 0.8556 | 0.8302 | 0.8214 | 0.8064,백엔드 개발자 | 프론트엔드 개발자 | L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어 | 이리온 C++ 어플리케이션 개발자(서울),웹 프론트엔드 | ML/AI | 모바일 앱 | 도구 개발 | 게임 개발 | 서버/백엔드,0.05,,,
vuejs/core,https://github.com/vuejs/core,프론트엔드,프론트엔드,ai_classifier_rerank,0,1,1,SW/솔루션,SW/솔루션 | 프론트엔드 | SW/솔루션 | 서버/백엔드 | SW/솔루션,0.8302 | 0.8056 | 0.8214 | 0.8118 | 0.8064,0.8302 | 0.8299 | 0.8214 | 0.8202 | 0.8064,L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트엔드 개발자 | GitLab 솔루션 엔지니어 | 백엔드 개발자 | 이리온 C++ 어플리케이션 개발자(서울),,,프론트엔드,프론트엔드:0.2433 | 게임 개발:0.2400 | DevOps/시스템 엔지니어:0.1200 | 빅데이터 엔지니어:0.1133 | 블록체인:0.1100,0.1
angular/angular,https://github.com/angular/angular,프론트엔드,프론트엔드,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | iOS | SW/솔루션 | SW/솔루션 | SW/솔루션,0.8651 | 0.8337 | 0.8313 | 0.8309 | 0.8291,0.8651 | 0.8337 | 0.8313 | 0.8309 | 0.8291,L4-L7 스위치 가상화 솔루션 개발 경력 | ADC(L4-L7 스위치) 애플리케이션 개발 | GitLab 솔루션 엔지니어 | 이리온 C++ 어플리케이션 개발자(서울) | S/W 개발 (사원 ~ 선임),,,,,
angular/angular,https://github.com/angular/angular,프론트엔드,프론트엔드,domain_rerank,0,0,0,iOS,iOS | SW/솔루션 | SW/솔루션 | SW/솔루션 | SW/솔루션,0.8337 | 0.8651 | 0.8313 | 0.8309 | 0.8291,0.8837 | 0.8651 | 0.8313 | 0.8309 | 0.8291,ADC(L4-L7 스위치) 애플리케이션 개발 | L4-L7 스위치 가상화 솔루션 개발 경력 | GitLab 솔루션 엔지니어 | 이리온 C++ 어플리케이션 개발자(서울) | S/W 개발 (사원 ~ 선임),게임 개발 | 웹 프론트엔드 | 서버/백엔드 | 모바일 앱 | DevOps/인프라 | 블록체인 | 빅데이터 엔지니어 | 도구 개발,0.05,,,
angular/angular,https://github.com/angular/angular,프론트엔드,프론트엔드,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | iOS | SW/솔루션 | SW/솔루션 | SW/솔루션,0.8651 | 0.8337 | 0.8313 | 0.8309 | 0.8291,0.8651 | 0.8380 | 0.8313 | 0.8309 | 0.8291,L4-L7 스위치 가상화 솔루션 개발 경력 | ADC(L4-L7 스위치) 애플리케이션 개발 | GitLab 솔루션 엔지니어 | 이리온 C++ 어플리케이션 개발자(서울) | S/W 개발 (사원 ~ 선임),,,게임 개발,게임 개발:0.1933 | 프론트엔드:0.1933 | 서버/백엔드:0.1733 | DevOps/시스템 엔지니어:0.1500 | 블록체인:0.1300,0.1
vercel/next.js,https://github.com/vercel/next.js,프론트엔드,프론트엔드,faiss_only,0,1,1,SW/솔루션,SW/솔루션 | SW/솔루션 | 프론트엔드 | iOS | 프론트엔드,0.8126 | 0.8097 | 0.7979 | 0.7976 | 0.7952,0.8126 | 0.8097 | 0.7979 | 0.7976 | 0.7952,GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트엔드 개발자 | ADC(L4-L7 스위치) 애플리케이션 개발 | 프론트엔드 개발자,,,,,
vercel/next.js,https://github.com/vercel/next.js,프론트엔드,프론트엔드,domain_rerank,1,1,1,프론트엔드,프론트엔드 | iOS | 프론트엔드 | SW/솔루션 | SW/솔루션,0.7979 | 0.7976 | 0.7952 | 0.8126 | 0.8097,0.8479 | 0.8476 | 0.8452 | 0.8126 | 0.8097,프론트엔드 개발자 | ADC(L4-L7 스위치) 애플리케이션 개발 | 프론트엔드 개발자 | GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력,게임 개발 | 웹 프론트엔드 | 서버/백엔드 | ML/AI | 모바일 앱 | DevOps/인프라 | 빅데이터 엔지니어 | 도구 개발,0.05,,,
