repo_key,repo_url,true_label,true_label_normalized,method,top1_hit,top3_hit,top5_hit,pred_top1_category,pred_categories_top5,similarities_top5,effective_scores_top5,positions_top5,detected_domains,domain_boost,ai_pred_label,ai_top_probs,ai_alpha
Virtual-Company-Mal-Geum/ai-server,https://github.com/Virtual-Company-Mal-Geum/ai-server,인공지능/머신러닝,인공지능/머신러닝,domain_rerank,0,0,0,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션 | devops/시스템 엔지니어,0.5323 | 0.5255 | 0.5214 | 0.5185 | 0.5122,0.5823 | 0.5755 | 0.5714 | 0.5185 | 0.5122,백엔드 개발자 | 백엔드 경력 채용 (2~5년) | 백엔드 개발자 2년 이상 | 보안 취약점 분석 담당(6년↑) | 카카오/네이버 연계시스템 서버 개발자,서버/백엔드 | ML/AI,0.05,,,
Virtual-Company-Mal-Geum/ai-server,https://github.com/Virtual-Company-Mal-Geum/ai-server,인공지능/머신러닝,인공지능/머신러닝,ai_classifier_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션,0.5122 | 0.5323 | 0.5255 | 0.5214 | 0.5185,0.5342 | 0.5323 | 0.5255 | 0.5214 | 0.5185,카카오/네이버 연계시스템 서버 개발자 | 백엔드 개발자 | 백엔드 경력 채용 (2~5년) | 백엔드 개발자 2년 이상 | 보안 취약점 분석 담당(6년↑),,,프론트엔드,프론트엔드:0.6467 | DevOps/시스템 엔지니어:0.2200 | 빅데이터 엔지니어:0.0467 | 게임 개발:0.0333 | 인공지능/머신러닝:0.0233,0.1
jww0108/2026_Cap%20stone,https://github.com/jww0108/2026_Cap%20stone,서버/백엔드,서버/백엔드,faiss_only,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션 | devops/시스템 엔지니어,0.5323 | 0.5255 | 0.5214 | 0.5185 | 0.5122,0.5323 | 0.5255 | 0.5214 | 0.5185 | 0.5122,백엔드 개발자 | 백엔드 경력 채용 (2~5년) | 백엔드 개발자 2년 이상 | 보안 취약점 분석 담당(6년↑) | 카카오/네이버 연계시스템 서버 개발자,,,,,
jww0108/2026_Cap%20stone,https://github.com/jww0108/2026_Cap%20stone,서버/백엔드,서버/백엔드,domain_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션 | devops/시스템 엔지니어,0.5323 | 0.5255 | 0.5214 | 0.5185 | 0.5122,0.5323 | 0.5255 | 0.5214 | 0.5185 | 0.5122,백엔드 개발자 | 백엔드 경력 채용 (2~5년) | 백엔드 개발자 2년 이상 | 보안 취약점 분석 담당(6년↑) | 카카오/네이버 연계시스템 서버 개발자,,0.05,,,
jww0108/2026_Cap%20stone,https://github.com/jww0108/2026_Cap%20stone,서버/백엔드,서버/백엔드,ai_classifier_rerank,0,1,1,devops/시스템 엔지니어,devops/시스템 엔지니어 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션,0.5122 | 0.5323 | 0.5255 | 0.5214 | 0.5185,0.5332 | 0.5323 | 0.5255 | 0.5214 | 0.5185,카카오/네이버 연계시스템 서버 개발자 | 백엔드 개발자 | 백엔드 경력 채용 (2~5년) | 백엔드 개발자 2년 이상 | 보안 취약점 분석 담당(6년↑),,,프론트엔드,프론트엔드:0.6700 | DevOps/시스템 엔지니어:0.2100 | 빅데이터 엔지니어:0.0467 | 인공지능/머신러닝:0.0267 | 게임 개발:0.0200,0.1
honey766/Paint,https://github.com/honey766/Paint,게임 개발,게임 개발,faiss_only,1,1,1,게임 클라이언트,게임 클라이언트 | 서버/백엔드 | 프론트엔드 | 프론트엔드 | SW/솔루션,0.6024 | 0.5884 | 0.5865 | 0.5844 | 0.5828,0.6024 | 0.5884 | 0.5865 | 0.5844 | 0.5828,"게임 개발자(1~3년) | LOST ARK Mobile 서버개발 담당 | 프론트엔드 개발자_1~4년 | 프론트 개발 3-5년차 | c#, db 관련 개발자",,,,,
honey766/Paint,https://github.com/honey766/Paint,게임 개발,게임 개발,domain_rerank,1,1,1,게임 클라이언트,게임 클라이언트 | 서버/백엔드 | 프론트엔드 | 프론트엔드 | SW/솔루션,0.6024 | 0.5884 | 0.5865 | 0.5844 | 0.5828,0.6524 | 0.6384 | 0.6365 | 0.6344 | 0.5828,"게임 개발자(1~3년) | LOST ARK Mobile 서버개발 담당 | 프론트엔드 개발자_1~4년 | 프론트 개발 3-5년차 | c#, db 관련 개발자",게임 개발 | 웹 프론트엔드 | 서버/백엔드 | 빅데이터 엔지니어 | ML/AI,0.05,,,
honey766/Paint,https://github.com/honey766/Paint,게임 개발,게임 개발,ai_classifier_rerank,1,1,1,게임 클라이언트,게임 클라이언트 | 프론트엔드 | 서버/백엔드 | 프론트엔드 | SW/솔루션,0.6024 | 0.5865 | 0.5884 | 0.5844 | 0.5828,0.6694 | 0.5932 | 0.5914 | 0.5911 | 0.5828,"게임 개발자(1~3년) | 프론트엔드 개발자_1~4년 | LOST ARK Mobile 서버개발 담당 | 프론트 개발 3-5년차 | c#, db 관련 개발자",,,게임 개발,게임 개발:0.6700 | 인공지능/머신러닝:0.1233 | 프론트엔드:0.0667 | 블록체인:0.0467 | 모바일 앱:0.0367,0.1
honey766/Balls-Run,https://github.com/honey766/Balls-Run,게임 개발,게임 개발,faiss_only,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | 크로스플랫폼 앱 | SW/솔루션 | SW/솔루션 | HW/임베디드,0.5107 | 0.5000 | 0.4997 | 0.4993 | 0.4972,0.5107 | 0.5000 | 0.4997 | 0.4993 | 0.4972,클라우드 및 네트워크 인프라 엔지니어 3년 이상 (울산) | Flutter 앱 개발 | 응용 SW 개발 모집 | 비젼개발팀Vision SW 경력(10년↑)채용 | 임베디드 Embedded C/C++ IT SW 개발자 신입,,,,,
honey766/Balls-Run,https://github.com/honey766/Balls-Run,게임 개발,게임 개발,domain_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | 크로스플랫폼 앱 | SW/솔루션 | SW/솔루션 | HW/임베디드,0.5107 | 0.5000 | 0.4997 | 0.4993 | 0.4972,0.5107 | 0.5000 | 0.4997 | 0.4993 | 0.4972,클라우드 및 네트워크 인프라 엔지니어 3년 이상 (울산) | Flutter 앱 개발 | 응용 SW 개발 모집 | 비젼개발팀Vision SW 경력(10년↑)채용 | 임베디드 Embedded C/C++ IT SW 개발자 신입,게임 개발 | 웹 프론트엔드 | 서버/백엔드 | 도구 개발,0.05,,,
honey766/Balls-Run,https://github.com/honey766/Balls-Run,게임 개발,게임 개발,ai_classifier_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | 크로스플랫폼 앱 | SW/솔루션 | SW/솔루션 | HW/임베디드,0.5107 | 0.5000 | 0.4997 | 0.4993 | 0.4972,0.5214 | 0.5037 | 0.4997 | 0.4993 | 0.4972,클라우드 및 네트워크 인프라 엔지니어 3년 이상 (울산) | Flutter 앱 개발 | 응용 SW 개발 모집 | 비젼개발팀Vision SW 경력(10년↑)채용 | 임베디드 Embedded C/C++ IT SW 개발자 신입,,,게임 개발,게임 개발:0.6733 | DevOps/시스템 엔지니어:0.1067 | 프론트엔드:0.0767 | 인공지능/머신러닝:0.0467 | 빅데이터 엔지니어:0.0433,0.1
2026TUKCOMCD/SyncLab,https://github.com/2026TUKCOMCD/SyncLab,풀스택,풀스택,faiss_only,0,1,1,SW/솔루션,SW/솔루션 | 프론트엔드 | 프론트엔드 | 프론트엔드 | 웹 풀스택,0.8520 | 0.8510 | 0.8431 | 0.8275 | 0.8269,0.8520 | 0.8510 | 0.8431 | 0.8275 | 0.8269,L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트엔드 개발자 | [경력] 프론트엔드 개발자 | 프론트엔드 개발자 | 프론트·백엔드 개발자 채용,,,,,
2026TUKCOMCD/SyncLab,https://github.com/2026TUKCOMCD/SyncLab,풀스택,풀스택,domain_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | SW/솔루션 | 웹 풀스택,0.8510 | 0.8431 | 0.8275 | 0.8520 | 0.8269,0.9010 | 0.8931 | 0.8775 | 0.8520 | 0.8269,프론트엔드 개발자 | [경력] 프론트엔드 개발자 | 프론트엔드 개발자 | L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트·백엔드 개발자 채용,웹 프론트엔드 | 서버/백엔드 | 모바일 앱 | 게임 개발 | ML/AI | DevOps/인프라,0.05,,,
2026TUKCOMCD/SyncLab,https://github.com/2026TUKCOMCD/SyncLab,풀스택,풀스택,ai_classifier_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | SW/솔루션 | 웹 풀스택,0.8510 | 0.8431 | 0.8275 | 0.8520 | 0.8269,0.8883 | 0.8805 | 0.8648 | 0.8520 | 0.8269,프론트엔드 개발자 | [경력] 프론트엔드 개발자 | 프론트엔드 개발자 | L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트·백엔드 개발자 채용,,,프론트엔드,프론트엔드:0.3733 | 서버/백엔드:0.2300 | DevOps/시스템 엔지니어:0.1400 | 블록체인:0.0867 | 모바일 앱:0.0567,0.1
Central-MakeUs/AZIT_Front,https://github.com/Central-MakeUs/AZIT_Front,프론트엔드,프론트엔드,faiss_only,0,1,1,SW/솔루션,SW/솔루션 | 프론트엔드 | SW/솔루션 | 프론트엔드 | 서버/백엔드,0.7930 | 0.7829 | 0.7774 | 0.7649 | 0.7613,0.7930 | 0.7829 | 0.7774 | 0.7649 | 0.7613,GitLab 솔루션 엔지니어 | 프론트엔드 개발자 | L4-L7 스위치 가상화 솔루션 개발 경력 | 프론트엔드 개발자 | 서버/백엔드 개발자 채용 (경력1년~4년),,,,,
Central-MakeUs/AZIT_Front,https://github.com/Central-MakeUs/AZIT_Front,프론트엔드,프론트엔드,domain_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 서버/백엔드 | SW/솔루션 | SW/솔루션,0.7829 | 0.7649 | 0.7613 | 0.7930 | 0.7774,0.8329 | 0.8149 | 0.8113 | 0.7930 | 0.7774,프론트엔드 개발자 | 프론트엔드 개발자 | 서버/백엔드 개발자 채용 (경력1년~4년) | GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력,웹 프론트엔드 | 서버/백엔드 | 모바일 앱 | 도구 개발 | ML/AI | DevOps/인프라,0.05,,,
Central-MakeUs/AZIT_Front,https://github.com/Central-MakeUs/AZIT_Front,프론트엔드,프론트엔드,ai_classifier_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | SW/솔루션 | SW/솔루션 | 서버/백엔드,0.7829 | 0.7649 | 0.7930 | 0.7774 | 0.7613,0.8189 | 0.8009 | 0.7930 | 0.7774 | 0.7716,프론트엔드 개발자 | 프론트엔드 개발자 | GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력 | 서버/백엔드 개발자 채용 (경력1년~4년),,,프론트엔드,프론트엔드:0.3600 | 게임 개발:0.1933 | DevOps/시스템 엔지니어:0.1167 | 서버/백엔드:0.1033 | 빅데이터 엔지니어:0.0867,0.1
Project-Guideon/guideon-backend,https://github.com/Project-Guideon/guideon-backend,서버/백엔드,서버/백엔드,faiss_only,1,1,1,서버/백엔드,서버/백엔드 | SW/솔루션 | devops/시스템 엔지니어 | 서버/백엔드 | 서버/백엔드,0.8350 | 0.8337 | 0.8198 | 0.8183 | 0.8151,0.8350 | 0.8337 | 0.8198 | 0.8183 | 0.8151,경력 개발자(백엔드) 채용 | L4-L7 스위치 가상화 솔루션 개발 경력 | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | 백엔드 개발자 (5년이상) | 백엔드 개발자,,,,,
Project-Guideon/guideon-backend,https://github.com/Project-Guideon/guideon-backend,서버/백엔드,서버/백엔드,domain_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션 | devops/시스템 엔지니어,0.8350 | 0.8183 | 0.8151 | 0.8337 | 0.8198,0.8850 | 0.8683 | 0.8651 | 0.8337 | 0.8198,경력 개발자(백엔드) 채용 | 백엔드 개발자 (5년이상) | 백엔드 개발자 | L4-L7 스위치 가상화 솔루션 개발 경력 | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년),서버/백엔드 | 웹 프론트엔드,0.05,,,
Project-Guideon/guideon-backend,https://github.com/Project-Guideon/guideon-backend,서버/백엔드,서버/백엔드,ai_classifier_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | devops/시스템 엔지니어 | SW/솔루션,0.8350 | 0.8183 | 0.8151 | 0.8198 | 0.8337,0.8733 | 0.8566 | 0.8534 | 0.8455 | 0.8337,경력 개발자(백엔드) 채용 | 백엔드 개발자 (5년이상) | 백엔드 개발자 | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | L4-L7 스위치 가상화 솔루션 개발 경력,,,서버/백엔드,서버/백엔드:0.3833 | DevOps/시스템 엔지니어:0.2567 | 프론트엔드:0.1567 | 빅데이터 엔지니어:0.0767 | 인공지능/머신러닝:0.0500,0.1
AstroJini/MKX-BE,https://github.com/AstroJini/MKX-BE,풀스택,풀스택,faiss_only,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션 | 서버/백엔드,0.8365 | 0.8226 | 0.8218 | 0.8151 | 0.8136,0.8365 | 0.8226 | 0.8218 | 0.8151 | 0.8136,경력 개발자(백엔드) 채용 | 백엔드 개발/서버 운영 (10년이상) | 백엔드 개발자 (5년이상) | L4-L7 스위치 가상화 솔루션 개발 경력 | [자리톡] Java 백엔드 개발자,,,,,
AstroJini/MKX-BE,https://github.com/AstroJini/MKX-BE,풀스택,풀스택,domain_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션,0.8365 | 0.8226 | 0.8218 | 0.8136 | 0.8151,0.8865 | 0.8726 | 0.8718 | 0.8636 | 0.8151,경력 개발자(백엔드) 채용 | 백엔드 개발/서버 운영 (10년이상) | 백엔드 개발자 (5년이상) | [자리톡] Java 백엔드 개발자 | L4-L7 스위치 가상화 솔루션 개발 경력,웹 프론트엔드 | 서버/백엔드 | DevOps/인프라 | ML/AI | 모바일 앱 | 빅데이터 엔지니어,0.05,,,
AstroJini/MKX-BE,https://github.com/AstroJini/MKX-BE,풀스택,풀스택,ai_classifier_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | SW/솔루션,0.8365 | 0.8226 | 0.8218 | 0.8136 | 0.8151,0.8715 | 0.8576 | 0.8568 | 0.8486 | 0.8151,경력 개발자(백엔드) 채용 | 백엔드 개발/서버 운영 (10년이상) | 백엔드 개발자 (5년이상) | [자리톡] Java 백엔드 개발자 | L4-L7 스위치 가상화 솔루션 개발 경력,,,서버/백엔드,서버/백엔드:0.3500 | DevOps/시스템 엔지니어:0.1567 | 빅데이터 엔지니어:0.1300 | 인공지능/머신러닝:0.1167 | 프론트엔드:0.1033,0.1
AstroJini/SmartFridge,https://github.com/AstroJini/SmartFridge,풀스택,풀스택,faiss_only,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.8536 | 0.8522 | 0.8509 | 0.8503 | 0.8502,0.8536 | 0.8522 | 0.8509 | 0.8503 | 0.8502,Server팀 백엔드 개발자 경력 채용 | 경력 개발자(백엔드) 채용 | 백엔드 개발자 (5년이상) | 백엔드 개발/서버 운영 (10년이상) | Endpoint연구실 [Server 개발자],,,,,
AstroJini/SmartFridge,https://github.com/AstroJini/SmartFridge,풀스택,풀스택,domain_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.8536 | 0.8522 | 0.8509 | 0.8503 | 0.8502,0.9036 | 0.9022 | 0.9009 | 0.9003 | 0.9002,Server팀 백엔드 개발자 경력 채용 | 경력 개발자(백엔드) 채용 | 백엔드 개발자 (5년이상) | 백엔드 개발/서버 운영 (10년이상) | Endpoint연구실 [Server 개발자],서버/백엔드 | DevOps/인프라 | 웹 프론트엔드 | ML/AI | 모바일 앱 | 블록체인,0.05,,,
AstroJini/SmartFridge,https://github.com/AstroJini/SmartFridge,풀스택,풀스택,ai_classifier_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.8536 | 0.8522 | 0.8509 | 0.8503 | 0.8502,0.9132 | 0.9118 | 0.9106 | 0.9100 | 0.9099,Server팀 백엔드 개발자 경력 채용 | 경력 개발자(백엔드) 채용 | 백엔드 개발자 (5년이상) | 백엔드 개발/서버 운영 (10년이상) | Endpoint연구실 [Server 개발자],,,서버/백엔드,서버/백엔드:0.5967 | DevOps/시스템 엔지니어:0.1000 | 프론트엔드:0.0833 | 인공지능/머신러닝:0.0767 | 빅데이터 엔지니어:0.0700,0.1
chjnett/my-sports-ai,https://github.com/chjnett/my-sports-ai,인공지능/머신러닝,인공지능/머신러닝,faiss_only,0,0,0,SW/솔루션,SW/솔루션 | devops/시스템 엔지니어 | SW/솔루션 | devops/시스템 엔지니어 | devops/시스템 엔지니어,0.8266 | 0.7987 | 0.7962 | 0.7935 | 0.7914,0.8266 | 0.7987 | 0.7962 | 0.7935 | 0.7914,GitLab 솔루션 엔지니어 | SRE/DevOps Engineer | L4-L7 스위치 가상화 솔루션 개발 경력 | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | 스타트투데이 데브옵스(DevOps) 엔지니어,,,,,
chjnett/my-sports-ai,https://github.com/chjnett/my-sports-ai,인공지능/머신러닝,인공지능/머신러닝,domain_rerank,0,0,0,devops/시스템 엔지니어,devops/시스템 엔지니어 | devops/시스템 엔지니어 | devops/시스템 엔지니어 | SW/솔루션 | SW/솔루션,0.7987 | 0.7935 | 0.7914 | 0.8266 | 0.7962,0.8487 | 0.8435 | 0.8414 | 0.8266 | 0.7962,SRE/DevOps Engineer | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | 스타트투데이 데브옵스(DevOps) 엔지니어 | GitLab 솔루션 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력,ML/AI | 빅데이터 엔지니어 | 게임 개발 | 웹 프론트엔드 | 모바일 앱 | DevOps/인프라,0.05,,,
chjnett/my-sports-ai,https://github.com/chjnett/my-sports-ai,인공지능/머신러닝,인공지능/머신러닝,ai_classifier_rerank,0,0,0,SW/솔루션,SW/솔루션 | devops/시스템 엔지니어 | devops/시스템 엔지니어 | devops/시스템 엔지니어 | SW/솔루션,0.8266 | 0.7987 | 0.7935 | 0.7914 | 0.7962,0.8266 | 0.8204 | 0.8152 | 0.8131 | 0.7962,GitLab 솔루션 엔지니어 | SRE/DevOps Engineer | 개발자(devops/시스템엔지니어) 채용 (경력1년~4년) | 스타트투데이 데브옵스(DevOps) 엔지니어 | L4-L7 스위치 가상화 솔루션 개발 경력,,,인공지능/머신러닝,인공지능/머신러닝:0.3067 | DevOps/시스템 엔지니어:0.2167 | 빅데이터 엔지니어:0.1967 | 프론트엔드:0.1367 | 서버/백엔드:0.1033,0.1
