repo_key,repo_url,true_label,true_label_normalized,method,top1_hit,top3_hit,top5_hit,pred_top1_category,pred_categories_top5,similarities_top5,effective_scores_top5,positions_top5,detected_domains,domain_boost,ai_pred_label,ai_top_probs,ai_alpha
YooGyeongMo/CollaB,https://github.com/YooGyeongMo/CollaB,서버/백엔드,서버/백엔드,domain_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 프론트엔드 | 웹 풀스택 | 웹 풀스택,0.7267 | 0.7093 | 0.7056 | 0.7089 | 0.7082,0.7767 | 0.7593 | 0.7556 | 0.7089 | 0.7082,경력 개발자(백엔드) 채용 | 서버 개발자 | [Tech] 웹 프론트엔드 개발자 | 풀스택 (Full-stack) 개발자 | 프론트·백엔드 개발자 채용,게임 개발 | 웹 프론트엔드 | 서버/백엔드 | 모바일 앱,0.05,,,
YooGyeongMo/CollaB,https://github.com/YooGyeongMo/CollaB,서버/백엔드,서버/백엔드,ai_classifier_rerank,1,1,1,서버/백엔드,서버/백엔드 | 서버/백엔드 | 프론트엔드 | 웹 풀스택 | 웹 풀스택,0.7267 | 0.7093 | 0.7056 | 0.7089 | 0.7082,0.7311 | 0.7136 | 0.7096 | 0.7089 | 0.7082,경력 개발자(백엔드) 채용 | 서버 개발자 | [Tech] 웹 프론트엔드 개발자 | 풀스택 (Full-stack) 개발자 | 프론트·백엔드 개발자 채용,,,모바일 앱,모바일 앱:0.7400 | 서버/백엔드:0.0867 | 프론트엔드:0.0800 | 인공지능/머신러닝:0.0300 | 블록체인:0.0233,0.05
Hongsinwon/2022ver_portfolio,https://github.com/Hongsinwon/2022ver_portfolio,프론트엔드,프론트엔드,faiss_only,0,1,1,웹 풀스택,웹 풀스택 | 프론트엔드 | 프론트엔드 | 프론트엔드 | 웹 풀스택,0.7814 | 0.7751 | 0.7683 | 0.7676 | 0.7674,0.7814 | 0.7751 | 0.7683 | 0.7676 | 0.7674,웹개발자 | [Tech] 웹 프론트엔드 개발자 | 프론트엔드 개발자 (사원~과장) | Front-End 개발자 | 풀스택 (Full-stack) 개발자,,,,,
Hongsinwon/2022ver_portfolio,https://github.com/Hongsinwon/2022ver_portfolio,프론트엔드,프론트엔드,domain_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | 웹 풀스택 | 웹 풀스택,0.7751 | 0.7683 | 0.7676 | 0.7814 | 0.7674,0.8251 | 0.8183 | 0.8176 | 0.7814 | 0.7674,[Tech] 웹 프론트엔드 개발자 | 프론트엔드 개발자 (사원~과장) | Front-End 개발자 | 웹개발자 | 풀스택 (Full-stack) 개발자,웹 프론트엔드,0.05,,,
Hongsinwon/2022ver_portfolio,https://github.com/Hongsinwon/2022ver_portfolio,프론트엔드,프론트엔드,ai_classifier_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | 웹 풀스택 | 웹 풀스택,0.7751 | 0.7683 | 0.7676 | 0.7814 | 0.7674,0.8176 | 0.8108 | 0.8101 | 0.7814 | 0.7674,[Tech] 웹 프론트엔드 개발자 | 프론트엔드 개발자 (사원~과장) | Front-End 개발자 | 웹개발자 | 풀스택 (Full-stack) 개발자,,,프론트엔드,프론트엔드:0.8500 | 게임 개발:0.0400 | 인공지능/머신러닝:0.0333 | 블록체인:0.0233 | DevOps/시스템 엔지니어:0.0200,0.05
kimsh322/portfolio-react,https://github.com/kimsh322/portfolio-react,프론트엔드,프론트엔드,faiss_only,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 웹 풀스택 | 프론트엔드 | 프론트엔드,0.7363 | 0.7260 | 0.7189 | 0.7162 | 0.7086,0.7363 | 0.7260 | 0.7189 | 0.7162 | 0.7086,프론트엔드 개발자_1~4년 | [Tech] 웹 프론트엔드 개발자 | 웹개발자 | Front-End 개발자 | 웹(React) 개발자_산업기능요원 가능,,,,,
kimsh322/portfolio-react,https://github.com/kimsh322/portfolio-react,프론트엔드,프론트엔드,domain_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | 프론트엔드 | 웹 풀스택,0.7363 | 0.7260 | 0.7162 | 0.7086 | 0.7189,0.7863 | 0.7760 | 0.7662 | 0.7586 | 0.7189,프론트엔드 개발자_1~4년 | [Tech] 웹 프론트엔드 개발자 | Front-End 개발자 | 웹(React) 개발자_산업기능요원 가능 | 웹개발자,웹 프론트엔드,0.05,,,
kimsh322/portfolio-react,https://github.com/kimsh322/portfolio-react,프론트엔드,프론트엔드,ai_classifier_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | 프론트엔드 | 웹 풀스택,0.7363 | 0.7260 | 0.7162 | 0.7086 | 0.7189,0.7766 | 0.7663 | 0.7565 | 0.7489 | 0.7189,프론트엔드 개발자_1~4년 | [Tech] 웹 프론트엔드 개발자 | Front-End 개발자 | 웹(React) 개발자_산업기능요원 가능 | 웹개발자,,,프론트엔드,프론트엔드:0.8067 | 인공지능/머신러닝:0.0867 | 게임 개발:0.0333 | 블록체인:0.0267 | 모바일 앱:0.0167,0.05
many-yun/my-portfolio,https://github.com/many-yun/my-portfolio,프론트엔드,프론트엔드,faiss_only,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 게임 클라이언트 | 프론트엔드 | 프론트엔드,0.7861 | 0.7432 | 0.7421 | 0.7354 | 0.7265,0.7861 | 0.7432 | 0.7421 | 0.7354 | 0.7265,프론트 개발 3-5년차 | 프론트엔드 개발자_1~4년 | 게임 개발자(1~3년) | React 기반 웹 인터랙티브 이벤트 엔진 개발 리드 | 프론트엔드 개발자,,,,,
many-yun/my-portfolio,https://github.com/many-yun/my-portfolio,프론트엔드,프론트엔드,domain_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 게임 클라이언트 | 프론트엔드 | 프론트엔드,0.7861 | 0.7432 | 0.7421 | 0.7354 | 0.7265,0.8361 | 0.7932 | 0.7921 | 0.7854 | 0.7765,프론트 개발 3-5년차 | 프론트엔드 개발자_1~4년 | 게임 개발자(1~3년) | React 기반 웹 인터랙티브 이벤트 엔진 개발 리드 | 프론트엔드 개발자,게임 개발 | 웹 프론트엔드,0.05,,,
many-yun/my-portfolio,https://github.com/many-yun/my-portfolio,프론트엔드,프론트엔드,ai_classifier_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | 프론트엔드 | 게임 클라이언트,0.7861 | 0.7432 | 0.7354 | 0.7265 | 0.7421,0.8242 | 0.7814 | 0.7735 | 0.7647 | 0.7474,프론트 개발 3-5년차 | 프론트엔드 개발자_1~4년 | React 기반 웹 인터랙티브 이벤트 엔진 개발 리드 | 프론트엔드 개발자 | 게임 개발자(1~3년),,,프론트엔드,프론트엔드:0.7633 | 게임 개발:0.1067 | 빅데이터 엔지니어:0.0533 | 인공지능/머신러닝:0.0433 | 블록체인:0.0200,0.05
kimminseoung/PortFolio,https://github.com/kimminseoung/PortFolio,프론트엔드,프론트엔드,faiss_only,1,1,1,프론트엔드,프론트엔드 | 웹 풀스택 | 프론트엔드 | SW/솔루션 | 프론트엔드,0.7596 | 0.7591 | 0.7551 | 0.7437 | 0.7429,0.7596 | 0.7591 | 0.7551 | 0.7437 | 0.7429,"[더운반] 프론트엔드 개발 6년 이상 | 웹개발자 | [Tech] 웹 프론트엔드 개발자 | 웹 크롤러(크롤링,스크래핑,스크래퍼) | [커넥트] 웹(React) 개발자",,,,,
kimminseoung/PortFolio,https://github.com/kimminseoung/PortFolio,프론트엔드,프론트엔드,domain_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | 웹 풀스택 | SW/솔루션,0.7596 | 0.7551 | 0.7429 | 0.7591 | 0.7437,0.8096 | 0.8051 | 0.7929 | 0.7591 | 0.7437,"[더운반] 프론트엔드 개발 6년 이상 | [Tech] 웹 프론트엔드 개발자 | [커넥트] 웹(React) 개발자 | 웹개발자 | 웹 크롤러(크롤링,스크래핑,스크래퍼)",웹 프론트엔드,0.05,,,
kimminseoung/PortFolio,https://github.com/kimminseoung/PortFolio,프론트엔드,프론트엔드,ai_classifier_rerank,1,1,1,프론트엔드,프론트엔드 | 프론트엔드 | 프론트엔드 | 웹 풀스택 | SW/솔루션,0.7596 | 0.7551 | 0.7429 | 0.7591 | 0.7437,0.8044 | 0.8000 | 0.7878 | 0.7591 | 0.7437,"[더운반] 프론트엔드 개발 6년 이상 | [Tech] 웹 프론트엔드 개발자 | [커넥트] 웹(React) 개발자 | 웹개발자 | 웹 크롤러(크롤링,스크래핑,스크래퍼)",,,프론트엔드,프론트엔드:0.8967 | 모바일 앱:0.0233 | 빅데이터 엔지니어:0.0233 | 인공지능/머신러닝:0.0233 | 게임 개발:0.0100,0.05
audgns722/react_portfolio2023,https://github.com/audgns722/react_portfolio2023,프론트엔드,프론트엔드,faiss_only,0,1,1,서버/백엔드,서버/백엔드 | 프론트엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.7938 | 0.7911 | 0.7907 | 0.7834 | 0.7833,0.7938 | 0.7911 | 0.7907 | 0.7834 | 0.7833,Endpoint연구실 [Server 개발자] | 프론트엔드 개발 7년 이상자 | Java 개발자(Front-end engineer) | [자리톡] Java 백엔드 개발자 | 백엔드 개발자,,,,,
audgns722/react_portfolio2023,https://github.com/audgns722/react_portfolio2023,프론트엔드,프론트엔드,domain_rerank,1,1,1,프론트엔드,프론트엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.7911 | 0.7938 | 0.7907 | 0.7834 | 0.7833,0.8411 | 0.7938 | 0.7907 | 0.7834 | 0.7833,프론트엔드 개발 7년 이상자 | Endpoint연구실 [Server 개발자] | Java 개발자(Front-end engineer) | [자리톡] Java 백엔드 개발자 | 백엔드 개발자,웹 프론트엔드,0.05,,,
audgns722/react_portfolio2023,https://github.com/audgns722/react_portfolio2023,프론트엔드,프론트엔드,ai_classifier_rerank,1,1,1,프론트엔드,프론트엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드 | 서버/백엔드,0.7911 | 0.7938 | 0.7907 | 0.7834 | 0.7833,0.8296 | 0.7955 | 0.7923 | 0.7850 | 0.7850,프론트엔드 개발 7년 이상자 | Endpoint연구실 [Server 개발자] | Java 개발자(Front-end engineer) | [자리톡] Java 백엔드 개발자 | 백엔드 개발자,,,프론트엔드,프론트엔드:0.7700 | 인공지능/머신러닝:0.0633 | 빅데이터 엔지니어:0.0433 | 서버/백엔드:0.0333 | 모바일 앱:0.0300,0.05
yejipark0514/Yeji-Park,https://github.com/yejipark0514/Yeji-Park,인공지능/머신러닝,인공지능/머신러닝,faiss_only,0,1,1,SW/솔루션,SW/솔루션 | 서버/백엔드 | 인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝,0.7345 | 0.7335 | 0.7309 | 0.7242 | 0.7226,0.7345 | 0.7335 | 0.7309 | 0.7242 | 0.7226,AI개발자 모집 | Python Developer | LLM RAG 및 AI Agent 개발 신입 | Deep Learning Research Enginee | AI기반 RNA 신약 개발 연구원(AI Engineer),,,,,
yejipark0514/Yeji-Park,https://github.com/yejipark0514/Yeji-Park,인공지능/머신러닝,인공지능/머신러닝,domain_rerank,0,1,1,SW/솔루션,SW/솔루션 | 서버/백엔드 | 인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝,0.7345 | 0.7335 | 0.7309 | 0.7242 | 0.7226,0.7345 | 0.7335 | 0.7309 | 0.7242 | 0.7226,AI개발자 모집 | Python Developer | LLM RAG 및 AI Agent 개발 신입 | Deep Learning Research Enginee | AI기반 RNA 신약 개발 연구원(AI Engineer),,0.05,,,
yejipark0514/Yeji-Park,https://github.com/yejipark0514/Yeji-Park,인공지능/머신러닝,인공지능/머신러닝,ai_classifier_rerank,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | 인공지능/머신러닝 | SW/솔루션 | 서버/백엔드 | SW/솔루션,0.7309 | 0.7226 | 0.7345 | 0.7335 | 0.7242,0.7736 | 0.7653 | 0.7345 | 0.7336 | 0.7242,LLM RAG 및 AI Agent 개발 신입 | AI기반 RNA 신약 개발 연구원(AI Engineer) | AI개발자 모집 | Python Developer | Deep Learning Research Enginee,,,인공지능/머신러닝,인공지능/머신러닝:0.8533 | 빅데이터 엔지니어:0.0800 | 프론트엔드:0.0200 | DevOps/시스템 엔지니어:0.0133 | 게임 개발:0.0133,0.05
suy379/Portfolio_sy,https://github.com/suy379/Portfolio_sy,인공지능/머신러닝,인공지능/머신러닝,faiss_only,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝,0.8617 | 0.8481 | 0.8299 | 0.8295 | 0.8177,0.8617 | 0.8481 | 0.8299 | 0.8295 | 0.8177,[인공지능] LLM 개발자(경력 1-3년) | Deep Learning Research Enginee | [오케스트로 AGI] AI 모델러 | AI 모델러 경력 채용 | 컴퓨터 비전 딥러닝/머신러닝(5년이상),,,,,
suy379/Portfolio_sy,https://github.com/suy379/Portfolio_sy,인공지능/머신러닝,인공지능/머신러닝,domain_rerank,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝,0.8617 | 0.8481 | 0.8299 | 0.8295 | 0.8177,0.8617 | 0.8481 | 0.8299 | 0.8295 | 0.8177,[인공지능] LLM 개발자(경력 1-3년) | Deep Learning Research Enginee | [오케스트로 AGI] AI 모델러 | AI 모델러 경력 채용 | 컴퓨터 비전 딥러닝/머신러닝(5년이상),,0.05,,,
suy379/Portfolio_sy,https://github.com/suy379/Portfolio_sy,인공지능/머신러닝,인공지능/머신러닝,ai_classifier_rerank,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | SW/솔루션,0.8617 | 0.8299 | 0.8295 | 0.8177 | 0.8481,0.8972 | 0.8654 | 0.8650 | 0.8532 | 0.8481,[인공지능] LLM 개발자(경력 1-3년) | [오케스트로 AGI] AI 모델러 | AI 모델러 경력 채용 | 컴퓨터 비전 딥러닝/머신러닝(5년이상) | Deep Learning Research Enginee,,,인공지능/머신러닝,인공지능/머신러닝:0.7100 | 게임 개발:0.1000 | 빅데이터 엔지니어:0.0633 | DevOps/시스템 엔지니어:0.0533 | 모바일 앱:0.0433,0.05
hyunsookim0813/Portfolio_hs,https://github.com/hyunsookim0813/Portfolio_hs,인공지능/머신러닝,인공지능/머신러닝,faiss_only,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | SW/솔루션,0.8003 | 0.7927 | 0.7869 | 0.7782 | 0.7779,0.8003 | 0.7927 | 0.7869 | 0.7782 | 0.7779,Duplicate of AI 개발자(병역특례) | 컴퓨터 비전 딥러닝/머신러닝(5년이상) | [인공지능] LLM 개발자(경력 1-3년) | AI 모델러 경력 채용 | NLP/LLM 엔지니어,,,,,
hyunsookim0813/Portfolio_hs,https://github.com/hyunsookim0813/Portfolio_hs,인공지능/머신러닝,인공지능/머신러닝,domain_rerank,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | SW/솔루션,0.8003 | 0.7927 | 0.7869 | 0.7782 | 0.7779,0.8503 | 0.8427 | 0.8369 | 0.8282 | 0.7779,Duplicate of AI 개발자(병역특례) | 컴퓨터 비전 딥러닝/머신러닝(5년이상) | [인공지능] LLM 개발자(경력 1-3년) | AI 모델러 경력 채용 | NLP/LLM 엔지니어,ML/AI,0.05,,,
hyunsookim0813/Portfolio_hs,https://github.com/hyunsookim0813/Portfolio_hs,인공지능/머신러닝,인공지능/머신러닝,ai_classifier_rerank,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | SW/솔루션,0.8003 | 0.7927 | 0.7869 | 0.7782 | 0.7779,0.8193 | 0.8117 | 0.8059 | 0.7972 | 0.7779,Duplicate of AI 개발자(병역특례) | 컴퓨터 비전 딥러닝/머신러닝(5년이상) | [인공지능] LLM 개발자(경력 1-3년) | AI 모델러 경력 채용 | NLP/LLM 엔지니어,,,인공지능/머신러닝,인공지능/머신러닝:0.3800 | 빅데이터 엔지니어:0.1567 | 프론트엔드:0.1500 | 모바일 앱:0.1167 | 게임 개발:0.0800,0.05
yorsing/Portfolio,https://github.com/yorsing/Portfolio,인공지능/머신러닝,인공지능/머신러닝,faiss_only,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝,0.8610 | 0.8192 | 0.8189 | 0.8175 | 0.8072,0.8610 | 0.8192 | 0.8189 | 0.8175 | 0.8072,[인공지능] LLM 개발자(경력 1-3년) | Deep Learning Research Enginee | Machine Learning Engineer (Vision & AI) | [기술혁신실] AI Research Scientist | AI 모델러 경력 채용,,,,,
yorsing/Portfolio,https://github.com/yorsing/Portfolio,인공지능/머신러닝,인공지능/머신러닝,domain_rerank,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | SW/솔루션 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝,0.8610 | 0.8192 | 0.8189 | 0.8175 | 0.8072,0.8610 | 0.8192 | 0.8189 | 0.8175 | 0.8072,[인공지능] LLM 개발자(경력 1-3년) | Deep Learning Research Enginee | Machine Learning Engineer (Vision & AI) | [기술혁신실] AI Research Scientist | AI 모델러 경력 채용,,0.05,,,
yorsing/Portfolio,https://github.com/yorsing/Portfolio,인공지능/머신러닝,인공지능/머신러닝,ai_classifier_rerank,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | 인공지능/머신러닝 | SW/솔루션,0.8610 | 0.8189 | 0.8175 | 0.8072 | 0.8192,0.8845 | 0.8424 | 0.8410 | 0.8307 | 0.8192,[인공지능] LLM 개발자(경력 1-3년) | Machine Learning Engineer (Vision & AI) | [기술혁신실] AI Research Scientist | AI 모델러 경력 채용 | Deep Learning Research Enginee,,,인공지능/머신러닝,인공지능/머신러닝:0.4700 | 빅데이터 엔지니어:0.1467 | 프론트엔드:0.1333 | DevOps/시스템 엔지니어:0.1300 | 게임 개발:0.0867,0.05
moon19ht/SeSac-AI-Developer-Notes-2025,https://github.com/moon19ht/SeSac-AI-Developer-Notes-2025,인공지능/머신러닝,인공지능/머신러닝,faiss_only,0,0,1,SW/솔루션,SW/솔루션 | 프론트엔드 | 프론트엔드 | 서버/백엔드 | 인공지능/머신러닝,0.8335 | 0.8288 | 0.8227 | 0.8221 | 0.8204,0.8335 | 0.8288 | 0.8227 | 0.8221 | 0.8204,AI개발자 모집 | 프론트엔드 개발자_1~4년 | [경력] 프론트엔드 개발자 | 백엔드 엔지니어 채용(경력3~5년) | AI Agent Developer (오산),,,,,
moon19ht/SeSac-AI-Developer-Notes-2025,https://github.com/moon19ht/SeSac-AI-Developer-Notes-2025,인공지능/머신러닝,인공지능/머신러닝,domain_rerank,0,0,1,프론트엔드,프론트엔드 | 프론트엔드 | 서버/백엔드 | 인공지능/머신러닝 | SW/솔루션,0.8288 | 0.8227 | 0.8221 | 0.8204 | 0.8335,0.8788 | 0.8727 | 0.8721 | 0.8704 | 0.8335,프론트엔드 개발자_1~4년 | [경력] 프론트엔드 개발자 | 백엔드 엔지니어 채용(경력3~5년) | AI Agent Developer (오산) | AI개발자 모집,웹 프론트엔드 | 서버/백엔드 | ML/AI | 모바일 앱,0.05,,,
moon19ht/SeSac-AI-Developer-Notes-2025,https://github.com/moon19ht/SeSac-AI-Developer-Notes-2025,인공지능/머신러닝,인공지능/머신러닝,ai_classifier_rerank,1,1,1,인공지능/머신러닝,인공지능/머신러닝 | SW/솔루션 | 프론트엔드 | 서버/백엔드 | 프론트엔드,0.8204 | 0.8335 | 0.8288 | 0.8221 | 0.8227,0.8542 | 0.8335 | 0.8318 | 0.8296 | 0.8257,AI Agent Developer (오산) | AI개발자 모집 | 프론트엔드 개발자_1~4년 | 백엔드 엔지니어 채용(경력3~5년) | [경력] 프론트엔드 개발자,,,인공지능/머신러닝,인공지능/머신러닝:0.6767 | 서버/백엔드:0.1500 | 프론트엔드:0.0600 | DevOps/시스템 엔지니어:0.0300 | 모바일 앱:0.0267,0.05
Kuneosu/bracket_helper,https://github.com/Kuneosu/bracket_helper,모바일 앱,모바일 앱,faiss_only,1,1,1,크로스플랫폼 앱,크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱 | 크로스플랫폼 앱,0.7895 | 0.7786 | 0.7713 | 0.7680 | 0.7582,0.7895 | 0.7786 | 0.7713 | 0.7680 | 0.7582,Flutter 앱 개발 | 앱(Flutter) 개발 | 플러터 클라이언트 개발자 (2년 이상) | [메가스터디교육 자회사] 앱 개발자 (Flutter) | Flutter 프론트엔드 개발자 채용,,,,,
