repo_key,repo_url,python_ratio,java_ratio,javascript_ratio,typescript_ratio,kotlin_ratio,dart_ratio,swift_ratio,csharp_ratio,cpp_ratio,html_ratio,css_ratio,go_ratio,php_ratio,ruby_ratio,solidity_ratio,has_spring,has_fastapi,has_django,has_flask,has_express,has_nestjs,has_react,has_nextjs,has_vue,has_flutter,has_react_native,has_unity,has_unreal,has_pytorch,has_tensorflow,has_yolo,has_opencv,has_streamlit,has_docker,has_kubernetes,has_aws,has_terraform,has_github_actions,has_jenkins,has_solidity,kw_backend,kw_api,kw_database,kw_auth,kw_orm,kw_frontend,kw_ui,kw_seo,kw_ai,kw_model,kw_cv,kw_data,kw_devops,kw_container,kw_cloud,kw_monitoring,kw_mobile,kw_flutter,kw_kotlin,kw_swift,kw_game,kw_blockchain,profile_text_len,profile_token_count,profile_keyword_count,github_score,total_valid_loc,total_evidence_loc,total_commits_analyzed,has_tests,has_cicd,has_deployment,readme_has_image,test_ratio,source_file_count,avg_loc_per_file,readme_len,label
nuxt/nuxt,https://github.com/nuxt/nuxt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,120,26,6,20.0,0.0,0.0,0.0,1,1,1,0,0.632471008028546,1121.0,0.0,1500,프론트엔드
tailwindlabs/tailwindcss,https://github.com/tailwindlabs/tailwindcss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,116,25,3,20.0,0.0,0.0,0.0,1,1,1,0,0.31333333333333335,450.0,0.0,547,프론트엔드
storybookjs/storybook,https://github.com/storybookjs/storybook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,135,27,3,20.0,0.0,0.0,0.0,1,1,1,1,0.27130395884589575,4471.0,0.0,1500,프론트엔드
vitejs/vite,https://github.com/vitejs/vite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,117,25,4,20.0,0.0,0.0,0.0,1,1,1,1,0.20410065237651445,2146.0,0.0,1500,프론트엔드
calcom/cal.com,https://github.com/calcom/cal.com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,143,28,6,15.0,0.0,0.0,0.0,1,1,1,1,0.08947108255066732,6069.0,0.0,1500,웹 풀스택
appwrite/appwrite,https://github.com/appwrite/appwrite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,126,25,8,15.0,0.0,0.0,0.0,1,1,1,1,0.18455497382198952,2292.0,0.0,1500,웹 풀스택
strapi/strapi,https://github.com/strapi/strapi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,162,31,6,20.0,0.0,0.0,0.0,1,1,1,1,0.27725545109021804,4999.0,0.0,1500,웹 풀스택
directus/directus,https://github.com/directus/directus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,163,31,7,20.0,0.0,0.0,0.0,1,1,1,1,0.3043712898003238,3706.0,0.0,1500,웹 풀스택
novuhq/novu,https://github.com/novuhq/novu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,106,21,5,10.0,0.0,0.0,0.0,0,1,1,0,0.022300931391840483,7623.0,0.0,1500,웹 풀스택
supabase/supabase,https://github.com/supabase/supabase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,174,30,10,10.0,0.0,0.0,0.0,0,1,1,1,0.03759912496581898,14628.0,0.0,1500,웹 풀스택
rocket-chat/rocket.chat,https://github.com/rocket-chat/rocket.chat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,8,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,웹 풀스택
mattermost/mattermost,https://github.com/mattermost/mattermost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,131,27,4,20.0,0.0,0.0,0.0,1,1,1,1,0.32853095912586,12355.0,0.0,1500,웹 풀스택
discourse/discourse,https://github.com/discourse/discourse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,118,22,3,15.0,0.0,0.0,0.0,1,1,1,1,0.06857848034318623,17017.0,0.0,1500,웹 풀스택
open-project/openproject,https://github.com/open-project/openproject,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,8,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,웹 풀스택
huggingface/transformers,https://github.com/huggingface/transformers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,186,32,7,20.0,0.0,0.0,0.0,1,1,1,0,0.34519811954331764,4467.0,0.0,1500,인공지능/머신러닝
langchain-ai/langchain,https://github.com/langchain-ai/langchain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88,20,2,20.0,0.0,0.0,0.0,1,1,1,0,0.3324761204996326,2722.0,0.0,1500,인공지능/머신러닝
vllm-project/vllm,https://github.com/vllm-project/vllm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,165,30,4,20.0,0.0,0.0,0.0,1,1,1,0,0.32933557207963543,4169.0,0.0,1500,인공지능/머신러닝
pytorch/pytorch,https://github.com/pytorch/pytorch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,131,27,4,20.0,0.0,0.0,0.0,1,1,1,1,0.5952557084381319,20277.0,0.0,1500,인공지능/머신러닝
tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,173,32,4,20.0,0.0,0.0,0.0,1,1,1,1,0.25847819053501575,33999.0,0.0,1500,인공지능/머신러닝
scikit-learn/scikit-learn,https://github.com/scikit-learn/scikit-learn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,87,20,3,20.0,0.0,0.0,0.0,1,1,1,0,0.2569284064665127,1732.0,0.0,1500,인공지능/머신러닝
mlflow/mlflow,https://github.com/mlflow/mlflow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,152,30,5,20.0,0.0,0.0,0.0,1,1,1,1,0.2843921568627451,6375.0,0.0,1500,인공지능/머신러닝
openai/openai-cookbook,https://github.com/openai/openai-cookbook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,89,19,4,10.0,0.0,0.0,0.0,0,1,1,0,0.02491961414790997,2488.0,0.0,851,인공지능/머신러닝
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,123,24,4,20.0,0.0,0.0,0.0,1,1,1,1,0.3537981269510926,961.0,0.0,1500,인공지능/머신러닝
deepspeedai/DeepSpeed,https://github.com/deepspeedai/DeepSpeed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,103,23,2,15.0,0.0,0.0,0.0,1,1,1,1,0.17822966507177032,1672.0,0.0,1500,인공지능/머신러닝
android/nowinandroid,https://github.com/android/nowinandroid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,97,21,3,20.0,0.0,0.0,0.0,1,1,1,1,0.43157894736842106,570.0,0.0,1500,안드로이드
android/sunflower,https://github.com/android/sunflower,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,97,21,3,15.0,0.0,0.0,0.0,1,1,1,0,0.15126050420168066,119.0,0.0,1500,안드로이드
square/okhttp,https://github.com/square/okhttp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,93,21,3,20.0,0.0,0.0,0.0,1,1,1,0,0.41917024320457796,699.0,0.0,1500,안드로이드
square/retrofit,https://github.com/square/retrofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,93,21,4,15.0,0.0,0.0,0.0,1,1,1,0,0.1501416430594901,1059.0,0.0,1500,안드로이드
android/architecture-samples,https://github.com/android/architecture-samples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,102,22,3,20.0,0.0,0.0,0.0,1,1,1,0,0.29411764705882354,85.0,0.0,1500,안드로이드
chrisbanes/tivi,https://github.com/chrisbanes/tivi,0.0,0.0,0.0,0.0,0.9663994542043323,0.0,0.006310762408323384,0.0,0.0,0.027289783387344363,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,133,26,6,90.6,6331.0,12048.0,75.0,0,1,1,1,0.03694581280788178,812.0,7.8,1500,안드로이드
android/compose-samples,https://github.com/android/compose-samples,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,76,16,4,10.0,0.0,0.0,0.0,0,1,1,0,0.044977511244377814,667.0,0.0,1500,안드로이드
android/iosched,https://github.com/android/iosched,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,8,1,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,안드로이드
coil-kt/coil,https://github.com/coil-kt/coil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,93,21,4,20.0,0.0,0.0,0.0,1,1,1,1,0.33037037037037037,675.0,0.0,1500,안드로이드
google/accompanist,https://github.com/google/accompanist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88,20,2,15.0,0.0,0.0,0.0,1,1,1,1,0.18421052631578946,114.0,0.0,1500,안드로이드
Alamofire/Alamofire,https://github.com/Alamofire/Alamofire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,118,25,4,15.0,0.0,0.0,0.0,1,1,1,1,0.14722753346080306,523.0,0.0,1500,iOS
onevcat/Kingfisher,https://github.com/onevcat/Kingfisher,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,116,26,4,92.4,4601.0,654.0,75.0,1,1,1,1,0.30094043887147337,319.0,14.4,1500,iOS
realm/realm-swift,https://github.com/realm/realm-swift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,122,26,4,20.0,0.0,0.0,0.0,1,1,1,0,0.23374613003095976,646.0,0.0,1500,iOS
ReactiveX/RxSwift,https://github.com/ReactiveX/RxSwift,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,93,21,4,20.0,0.0,0.0,0.0,1,1,1,0,0.3120510774142059,1253.0,0.0,1500,iOS
